indice_cliente,media_movel
675.0,8.599658146911146
676.0,8.598310531363884
677.0,8.596658578193054
678.0,8.595093299626932
679.0,8.593817445200918
680.0,8.592427017422482
681.0,8.591512330620214
682.0,8.590752336951159
683.0,8.59038258103283
684.0,8.590521569787889
685.0,8.590346610741957
686.0,8.59005650590668
687.0,8.589741968973085
688.0,8.589698929953618
689.0,8.589811475861028
690.0,8.590053375570843
691.0,8.590003473953436
692.0,8.590705566196208
693.0,8.590884652945281
694.0,8.591074317021157
695.0,8.591420348839724
696.0,8.592303362118928
697.0,8.593398666301832
698.0,8.594431760918436
699.0,8.59552043418826
700.0,8.59587376762021
701.0,8.596661036506372
702.0,8.596310526866231
703.0,8.596044637128772
704.0,8.595085816509796
705.0,8.594123697270577
706.0,8.592492043339188
707.0,8.591243026196137
708.0,8.589873815740898
709.0,8.589066042466428
710.0,8.588204230079231
711.0,8.587645601994227
712.0,8.587003177272756
713.0,8.586949063986737
714.0,8.587237570882788
715.0,8.587643376121408
716.0,8.587659627617517
717.0,8.587560757545345
718.0,8.588235082854865
719.0,8.589215024118715
720.0,8.589806666783907
721.0,8.590612036516124
722.0,8.592147292412385
723.0,8.593192618264597
724.0,8.594099635898466
725.0,8.595160446106318
726.0,8.596072036977043
727.0,8.597421559964582
728.0,8.598659168084824
729.0,8.599999650868712
730.0,8.600975300446208
731.0,8.602203907295417
732.0,8.603669646410388
733.0,8.605401547344888
734.0,8.606443972272366
735.0,8.607244250831338
736.0,8.60928446532702
737.0,8.61136078331669
738.0,8.61339870905463
739.0,8.613980289088287
740.0,8.614570784967805
741.0,8.615362434387265
742.0,8.616417660992338
743.0,8.617574911198245
744.0,8.618556340052267
745.0,8.619271564390566
746.0,8.620101685056746
747.0,8.621563798265372
748.0,8.622627792285865
749.0,8.62380602109421
750.0,8.624784363848075
751.0,8.625397101609698
752.0,8.626336272680533
753.0,8.627782400387257
754.0,8.629675211751938
755.0,8.631750812930562
756.0,8.633899205136343
757.0,8.63611896864796
758.0,8.638879850867351
759.0,8.641580458868221
760.0,8.644215277446877
761.0,8.646304209390864
762.0,8.648675419155094
763.0,8.651507176204628
764.0,8.655087597130873
765.0,8.658048316455515
766.0,8.661579673157163
767.0,8.665194411136515
768.0,8.668695844386429
769.0,8.672079185919845
770.0,8.675901098158008
771.0,8.679952437490165
772.0,8.68432192001877
773.0,8.687668961287628
774.0,8.691018306245592
775.0,8.69448436744846
776.0,8.69755453535141
777.0,8.700317916585604
778.0,8.703306678113101
779.0,8.70622067624753
780.0,8.709300168855068
781.0,8.711856812147934
782.0,8.714293019385243
783.0,8.716259514545484
784.0,8.718917637601576
785.0,8.721474270253813
786.0,8.724140516627223
787.0,8.72707349930109
788.0,8.730010834582064
789.0,8.73306084286005
790.0,8.735522337632013
791.0,8.738264313986068
792.0,8.740714050943708
793.0,8.743450067431457
794.0,8.746660111234236
795.0,8.749753497457512
796.0,8.752947706295316
797.0,8.755536379901553
798.0,8.758156317592263
799.0,8.760802678021165
800.0,8.762928055341241
801.0,8.764696182202872
802.0,8.76708895136748
803.0,8.76991126548529
804.0,8.772050898121483
805.0,8.773971059616253
806.0,8.775886108014644
807.0,8.777746859298944
808.0,8.780042302832669
809.0,8.781731398452163
810.0,8.783608354007145
811.0,8.78558503032251
812.0,8.78833162478376
813.0,8.79159864171995
814.0,8.79509959869725
815.0,8.798421185321688
816.0,8.802293192401347
817.0,8.806443284567251
818.0,8.809554098272818
819.0,8.81203657923765
820.0,8.815158054187172
821.0,8.819000721253447
822.0,8.82210867021466
823.0,8.825169956896366
824.0,8.828412678292919
825.0,8.831845700218619
826.0,8.834539487334194
827.0,8.837621561570245
828.0,8.840175566805337
829.0,8.842878414454995
830.0,8.845948496527907
831.0,8.849193298401966
832.0,8.852705405480636
833.0,8.855806311686354
834.0,8.859369692312539
835.0,8.861885460016385
836.0,8.864814687396619
837.0,8.867946819351694
838.0,8.871599984608498
839.0,8.875741050139196
840.0,8.880162297158284
841.0,8.885166509285732
842.0,8.889657848318196
843.0,8.89418657052072
844.0,8.898396371133655
845.0,8.901612315264492
846.0,8.905086573828116
847.0,8.907936051313389
848.0,8.910681909182511
849.0,8.912987220030242
850.0,8.915021100127131
851.0,8.91713061717265
852.0,8.919029661146524
853.0,8.920854782721019
854.0,8.922378856250313
855.0,8.923709967774938
856.0,8.92486126323904
857.0,8.926181905132408
858.0,8.92738568045333
859.0,8.92811126099602
860.0,8.929772905912767
861.0,8.931825539119618
862.0,8.934278949927235
863.0,8.936420036164758
864.0,8.937812299854103
865.0,8.938707603909785
866.0,8.940127875829385
867.0,8.94146122525601
868.0,8.943349359143852
869.0,8.945310071287928
870.0,8.947772438823375
871.0,8.949653498526224
872.0,8.951203510089007
873.0,8.95244980698215
874.0,8.954406945574119
875.0,8.956330517598913
876.0,8.95759894294487
877.0,8.959293598293627
